RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ChurnProbability,ChurnProbabilityPct,RiskSegment
5090,15631882,Yeh,688,Germany,Male,45,9,103399.87,1,0,0,129870.93,0,0.805956337244054,80.6,High Risk
5091,15642709,Feng,474,France,Female,30,9,0.0,2,0,0,63158.22,0,0.09274194030512026,9.27,Low Risk
5092,15811026,Norman,505,Germany,Male,43,5,136855.94,2,1,0,171070.52,0,0.41037554778702223,41.04,Medium Risk
5093,15596303,White,688,France,Female,39,0,0.0,2,1,0,53222.15,1,0.21636365685527048,21.64,Low Risk
5094,15787255,Manfrin,650,Germany,Female,55,2,140891.46,3,1,1,179834.45,1,0.9150421583956643,91.5,High Risk
5095,15617166,Ritchie,610,France,Male,37,0,0.0,1,1,0,114514.64,0,0.35876298634864073,35.88,Medium Risk
5096,15742442,Udegbulam,705,Spain,Female,46,5,89364.91,1,0,1,139162.15,0,0.5394446977049595,53.94,Medium Risk
5097,15758692,Kao,669,France,Female,29,7,146011.4,1,0,0,50249.16,0,0.2646897327834141,26.47,Low Risk
5098,15568238,Diaz,650,Spain,Male,20,8,0.0,2,1,1,113469.65,0,0.0465674726296829,4.66,Low Risk
5099,15730353,Olisaemeka,550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0,0.24614715727083597,24.61,Low Risk
5100,15731555,Ross-Watt,595,Germany,Female,45,9,106000.12,1,0,0,191448.96,1,0.9031025917175793,90.31,High Risk
5101,15582404,Miller,572,Spain,Female,26,5,0.0,2,1,0,119381.41,0,0.06541684563135924,6.54,Low Risk
5102,15721462,Shubin,622,Spain,Female,58,2,0.0,2,1,1,33277.31,0,0.19877937935564352,19.88,Low Risk
5103,15632899,Nwankwo,662,Spain,Male,20,9,104508.77,2,0,0,73107.53,0,0.1796572691875619,17.97,Low Risk
5104,15808526,Cartwright,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1,0.7432122502174956,74.32,High Risk
5105,15694349,Ngozichukwuka,714,Spain,Male,44,7,0.0,1,0,1,6923.11,0,0.4341544315882575,43.42,Medium Risk
5106,15718465,Sadler,671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1,0.9377751006007702,93.78,High Risk
5107,15682995,Azuka,600,France,Female,32,1,78535.25,1,1,0,64349.6,0,0.25116948132382516,25.12,Low Risk
5108,15584776,Shen,847,Spain,Female,37,9,112712.17,1,1,0,116097.26,0,0.2563379598676906,25.63,Low Risk
5109,15777772,Whittaker,650,Spain,Male,55,9,119618.42,1,1,1,29861.13,0,0.3816836077213212,38.17,Medium Risk
5110,15576156,Abazu,710,Spain,Female,28,6,0.0,1,1,0,48426.98,0,0.3824286914835941,38.24,Medium Risk
5111,15646756,Murphy,682,France,Female,33,8,74963.5,1,1,1,32770.56,0,0.1818243360669526,18.18,Low Risk
5112,15742886,Ford,642,France,Male,26,1,138023.79,2,0,1,117060.2,0,0.11554241110687499,11.55,Low Risk
5113,15586135,Gratwick,536,Spain,Female,28,4,0.0,1,1,1,136197.65,0,0.34836534726771445,34.84,Medium Risk
5114,15616152,Pai,754,France,Female,47,1,185513.67,1,1,0,27438.83,0,0.7933617318660227,79.34,High Risk
5115,15721460,Lorenzo,678,France,Male,60,8,185648.56,1,0,0,192156.54,1,0.9082903471051925,90.83,High Risk
5116,15727317,Brady,533,Germany,Female,49,1,102286.6,3,1,0,69409.37,1,0.9524360420432987,95.24,High Risk
5117,15649536,Wong,741,Germany,Male,38,4,128015.83,1,1,0,58440.43,0,0.5851687017828668,58.52,Medium Risk
5118,15754929,Douglas,757,France,Male,31,10,39539.39,2,0,0,192519.39,0,0.11078333561108063,11.08,Low Risk
5119,15572051,Kennedy,721,France,Male,40,3,0.0,1,1,1,144874.67,0,0.34185198472058087,34.19,Medium Risk
5120,15668142,Chang,700,France,Male,37,3,77608.46,2,1,1,175373.46,0,0.11550658589061752,11.55,Low Risk
5121,15701176,Brown,663,France,Male,26,5,141462.13,1,1,0,440.2,0,0.24793471963127592,24.79,Low Risk
5122,15708422,Hsiung,677,Spain,Female,35,0,0.0,2,0,0,76637.38,0,0.16150412019096003,16.15,Low Risk
5123,15655632,MacDonald,655,France,Male,27,2,131691.33,1,1,0,49480.66,0,0.2219762750393099,22.2,Low Risk
5124,15744606,Davidson,832,Spain,Male,29,8,93833.86,1,0,1,10417.87,0,0.1166587774150503,11.67,Low Risk
5125,15612140,Milano,721,Spain,Female,46,7,137933.39,1,1,1,67976.57,0,0.4082474566033706,40.82,Medium Risk
5126,15656086,Bovee,542,Spain,Male,54,8,105770.14,1,0,1,140929.98,1,0.6038134283182768,60.38,High Risk
5127,15655298,Lewis,654,Spain,Female,54,5,0.0,2,0,1,47139.06,0,0.2131284806227773,21.31,Low Risk
5128,15644796,Dyer,821,Spain,Female,38,8,0.0,2,0,1,126241.4,1,0.08456405150940599,8.46,Low Risk
5129,15726250,Hsia,508,France,Female,38,3,166328.65,2,0,1,22614.19,0,0.24728355928328208,24.73,Low Risk
5130,15764432,Hicks,588,Germany,Female,42,2,164307.77,1,1,0,48498.19,0,0.45158171513919154,45.16,Medium Risk
5131,15631721,Millar,691,Germany,Male,38,9,163965.69,2,0,1,103511.26,0,0.12869736762160824,12.87,Low Risk
5132,15707479,Fan,664,France,Male,40,7,125608.72,1,1,0,122073.48,0,0.40243331051674613,40.24,Medium Risk
5133,15579826,Young,439,France,Female,66,9,0.0,1,1,0,65535.56,0,0.8284144565216903,82.84,High Risk
5134,15668104,Kerr,479,Spain,Male,37,6,118433.94,1,0,1,160060.9,0,0.1962565285228553,19.63,Low Risk
5135,15641604,Frolova,850,France,Female,55,10,98488.08,1,1,0,155879.57,1,0.8840529898450743,88.41,High Risk
5136,15587240,Vasilyev,518,France,Male,40,4,0.0,2,0,1,194416.58,0,0.11530883756292525,11.53,Low Risk
5137,15680767,Sabbatini,717,Germany,Female,64,10,98362.35,2,1,1,21630.21,0,0.4693932381613323,46.94,Medium Risk
5138,15601594,Ifeanacho,698,France,Female,51,6,144237.91,4,1,0,157143.61,1,0.9582068193906349,95.82,High Risk
5139,15589969,Capon,850,France,Male,34,6,0.0,1,0,1,52796.31,0,0.2535533230694153,25.36,Low Risk
5140,15703728,Chieloka,700,Spain,Male,47,4,0.0,1,1,0,121798.52,1,0.8599365190772265,85.99,High Risk
5141,15617790,Hanson,626,France,Female,29,4,105767.28,2,0,0,41104.82,0,0.1630988544333136,16.31,Low Risk
5142,15662500,Ts'ao,774,Spain,Male,32,9,0.0,2,1,0,10604.48,0,0.056306854748069984,5.63,Low Risk
5143,15778526,Bradshaw,719,Spain,Female,48,5,0.0,2,0,0,78563.66,0,0.42332472715516134,42.33,Medium Risk
5144,15670584,Nkemakolam,646,Spain,Male,31,2,0.0,1,1,1,170821.43,1,0.424662799690631,42.47,Medium Risk
5145,15748069,Clunie,485,France,Female,25,3,134467.26,1,1,1,113266.09,0,0.17476627848934567,17.48,Low Risk
5146,15680597,Cover,784,Germany,Male,38,1,138515.02,1,1,1,171768.76,0,0.38269269674086837,38.27,Medium Risk
5147,15628992,Esposito,850,Germany,Male,32,2,128647.98,2,0,0,54416.18,0,0.21440557212335615,21.44,Low Risk
5148,15719624,Hodgson,669,France,Female,38,9,121858.98,1,1,0,130755.34,0,0.4250422543750831,42.5,Medium Risk
5149,15812767,Harvey,731,Spain,Male,70,3,0.0,2,1,1,141180.66,0,0.08311642039786547,8.31,Low Risk
5150,15689201,Dobie,721,France,Female,49,1,120108.56,1,0,1,183421.76,0,0.5977729134406098,59.78,Medium Risk
5151,15614716,Okwudilichukwu,515,France,Female,37,0,196853.62,1,1,1,132770.11,0,0.39077355561555976,39.08,Medium Risk
5152,15683618,Dyer,774,France,Female,35,3,121418.62,1,1,1,24400.37,0,0.19483122407633655,19.48,Low Risk
5153,15799631,Chase,585,Spain,Male,36,10,0.0,2,1,1,180318.6,0,0.05244258805029281,5.24,Low Risk
5154,15692259,Baresi,695,France,Female,29,9,0.0,2,1,0,111565.45,0,0.08645773578867891,8.65,Low Risk
5155,15590966,Lo,729,Germany,Female,42,4,97495.8,2,0,0,2002.5,0,0.3382722248326232,33.83,Medium Risk
5156,15656426,Tyler,713,France,Female,42,3,0.0,2,0,0,82565.01,0,0.23544916249899062,23.54,Low Risk
5157,15675256,Ts'ui,555,Spain,Male,33,5,127343.4,1,0,1,121789.3,0,0.16460926276508397,16.46,Low Risk
5158,15751185,Aparicio,699,Spain,Female,50,0,158633.61,1,1,0,193785.87,0,0.6886894514986491,68.87,High Risk
5159,15789582,Macleod,587,France,Male,55,9,0.0,1,1,0,64593.07,0,0.8408892803306233,84.09,High Risk
5160,15651103,Sal,762,Spain,Female,69,9,183744.98,1,1,1,196993.69,0,0.316335572714796,31.63,Medium Risk
5161,15672299,Yeh,510,France,Male,44,6,0.0,2,1,1,175518.31,0,0.15016053640996552,15.02,Low Risk
5162,15772250,Udegbunam,842,Spain,Male,46,9,0.0,1,0,0,17268.02,0,0.7525642188658872,75.26,High Risk
5163,15763922,Alexandrov,608,France,Male,31,7,79962.92,2,1,0,60901.72,0,0.14090100425439875,14.09,Low Risk
5164,15633870,Ozioma,850,France,Female,36,10,0.0,2,1,1,100750.03,0,0.11843386316676129,11.84,Low Risk
5165,15624323,Atkins,642,France,Male,36,4,0.0,2,1,1,195224.91,0,0.06101953092087997,6.1,Low Risk
5166,15688612,Campos,850,France,Male,33,7,140956.99,1,0,0,3510.18,0,0.25384690520742914,25.38,Low Risk
5167,15694644,Wood,455,Spain,Female,43,6,0.0,1,1,1,81250.79,0,0.4445583646037851,44.46,Medium Risk
5168,15587174,Kerr,726,France,Male,29,7,0.0,2,1,1,91844.14,1,0.10995893533098944,11.0,Low Risk
5169,15579559,Chienezie,544,Spain,Male,30,8,145241.63,1,1,1,80676.83,0,0.1414067424999168,14.14,Low Risk
5170,15775430,Tsou,651,Germany,Male,31,7,138008.06,2,1,0,129912.74,0,0.15425578127822653,15.43,Low Risk
5171,15623695,McKinnon,814,France,Female,31,4,0.0,2,1,1,142029.17,0,0.07293087289369124,7.29,Low Risk
5172,15760849,Nwachukwu,537,France,Male,39,2,0.0,2,1,1,137651.6,0,0.050654110331528675,5.07,Low Risk
5173,15813095,Nwebube,553,France,Male,37,2,0.0,2,1,0,33877.29,0,0.06922789461574265,6.92,Low Risk
5174,15705281,Burt,800,Spain,Male,38,9,0.0,1,1,0,78744.39,0,0.3765467098723397,37.65,Medium Risk
5175,15812594,Ross,791,France,Male,34,7,0.0,2,1,0,96734.46,0,0.06412548666148629,6.41,Low Risk
5176,15626322,Lees,699,Spain,Female,29,9,127570.93,2,1,0,164756.81,0,0.2503107563206199,25.03,Low Risk
5177,15723105,Feetham,756,France,Female,28,6,0.0,1,1,1,164394.65,0,0.20904979403868074,20.9,Low Risk
5178,15588449,Chuang,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1,0.35645100746365616,35.65,Medium Risk
5179,15794849,Aitken,850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0,0.20628523246328734,20.63,Low Risk
5180,15620000,Chambers,760,Germany,Male,34,6,121303.77,2,1,1,59325.21,0,0.1727746453613678,17.28,Low Risk
5181,15799720,Coburn,569,Spain,Male,43,8,161546.68,2,0,1,178187.28,0,0.3085170942530187,30.85,Medium Risk
5182,15711287,Ahmed,661,Spain,Female,35,5,128415.45,1,1,0,142626.49,0,0.37673426487052875,37.67,Medium Risk
5183,15613102,Ogochukwu,670,France,Female,31,2,57530.06,1,1,1,181893.31,1,0.26562525405589743,26.56,Low Risk
5184,15621440,Soto,694,France,Male,38,1,0.0,2,0,1,156858.2,0,0.048436826161747666,4.84,Low Risk
5185,15677146,Obiajulu,728,France,Female,28,4,142243.54,2,1,0,33074.51,0,0.15916997979606384,15.92,Low Risk
5186,15801169,Yegorova,764,Germany,Female,39,9,138341.51,1,1,0,50072.94,1,0.7032898947692747,70.33,High Risk
5187,15722425,Lucchese,639,France,Male,32,9,0.0,2,1,0,111340.36,0,0.058117698857098776,5.81,Low Risk
5188,15682421,Talbot,683,France,Female,30,2,0.0,2,0,1,100496.84,1,0.1873542634781766,18.74,Low Risk
5189,15691910,Lu,663,Spain,Male,30,4,0.0,3,1,0,101371.05,0,0.48803834091081283,48.8,Medium Risk
5190,15721779,Arnold,826,Spain,Male,41,5,146466.46,2,0,0,180934.67,0,0.20024888549910108,20.02,Low Risk
5191,15579548,Nicholson,735,Spain,Male,36,5,0.0,2,1,0,105152.17,0,0.0728563217706758,7.29,Low Risk
5192,15681075,Chukwualuka,682,France,Female,58,1,0.0,1,1,1,706.5,0,0.671626465225769,67.16,High Risk
5193,15607884,Wallace,663,France,Female,39,8,0.0,2,1,1,101168.9,0,0.14122200545270022,14.12,Low Risk
5194,15767757,Pisano,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0,0.2254704940258034,22.55,Low Risk
5195,15791550,Kelly,696,France,Male,27,4,87637.26,2,0,0,196111.35,0,0.1415600161492869,14.16,Low Risk
5196,15658589,Brady,850,Spain,Male,38,2,94652.04,1,1,1,171960.76,0,0.15854651206604997,15.85,Low Risk
5197,15670822,Palmer,719,France,Female,22,7,114415.84,1,1,1,177497.4,0,0.19349973726166575,19.35,Low Risk
5198,15629744,Tan,804,France,Female,71,8,0.0,2,0,1,147995.96,0,0.1398020252706437,13.98,Low Risk
5199,15660768,L?,604,France,Male,40,1,84315.02,1,0,0,36209.1,0,0.32400866423604185,32.4,Medium Risk
5200,15726310,Mordvinova,782,Spain,Female,27,3,0.0,2,1,0,143614.01,0,0.11752392702810627,11.75,Low Risk
5201,15641298,Corones,512,Germany,Male,42,9,93955.83,2,1,0,14828.54,0,0.2852233508199697,28.52,Low Risk
5202,15625675,Clements,569,France,Male,36,1,67087.69,1,1,0,154775.7,0,0.2612365457595587,26.12,Low Risk
5203,15713354,Morrice,597,Germany,Female,22,6,101528.61,1,1,0,70529.0,1,0.6020218842100977,60.2,High Risk
5204,15633866,Hsiung,753,Germany,Male,30,1,110824.52,1,1,1,57896.27,0,0.2607458084466143,26.07,Low Risk
5205,15704231,Barrett,430,France,Female,33,8,0.0,1,1,1,69759.91,0,0.22839854768842607,22.84,Low Risk
5206,15735400,Kanayochukwu,756,France,Male,28,8,179960.2,1,1,0,89938.08,0,0.38312608662995973,38.31,Medium Risk
5207,15632826,Tardent,493,France,Male,38,3,134006.77,1,1,0,89578.32,0,0.3199454207484777,31.99,Medium Risk
5208,15751022,Bowhay,777,Germany,Female,37,10,121532.17,2,1,1,73464.88,0,0.28661431729919695,28.66,Low Risk
5209,15664737,Lei,779,Spain,Female,38,7,0.0,2,1,1,138542.87,0,0.08651312284443544,8.65,Low Risk
5210,15681126,Baker,702,Spain,Female,38,2,0.0,1,1,1,161888.63,0,0.286227775407765,28.62,Low Risk
5211,15738954,Pisano,551,France,Male,35,7,129717.3,2,0,0,86937.2,0,0.1552041031898355,15.52,Low Risk
5212,15662263,Castillo,749,Germany,Male,22,4,94762.16,2,1,1,42241.54,0,0.11280736453263022,11.28,Low Risk
5213,15621611,Gibson,742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1,0.7993286054923823,79.93,High Risk
5214,15783752,Lindsay,752,Germany,Male,29,4,129514.99,1,1,1,102930.46,0,0.312017394419024,31.2,Medium Risk
5215,15709474,Macnamara,740,Germany,Female,57,3,113386.36,2,1,1,65121.63,1,0.7179447240897795,71.79,High Risk
5216,15701280,Romano,576,France,Male,24,3,0.0,1,0,1,78498.04,1,0.3693944030487308,36.94,Medium Risk
5217,15671104,Aksakova,637,Spain,Male,43,3,172196.23,1,1,1,104769.96,0,0.4233326560525593,42.33,Medium Risk
5218,15796434,Farnsworth,724,France,Male,28,5,97612.12,1,1,1,96498.14,0,0.10002975069000375,10.0,Low Risk
5219,15781505,Giordano,685,France,Male,20,4,104719.94,2,1,0,38691.34,0,0.1446593403348087,14.47,Low Risk
5220,15625819,Arnold,625,France,Female,38,7,0.0,1,1,0,164804.02,0,0.4973898634274501,49.74,Medium Risk
5221,15753174,Thompson,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1,0.9004910790735152,90.05,High Risk
5222,15654067,Koch,584,Spain,Female,29,4,0.0,2,1,0,88866.92,0,0.09425686705782182,9.43,Low Risk
5223,15724719,Jones,550,France,Female,22,7,139096.85,1,1,0,129890.94,0,0.3000894462677424,30.01,Medium Risk
5224,15624695,Otitodilinna,662,Spain,Female,72,7,140301.72,1,0,1,179258.67,0,0.2822726374268656,28.23,Low Risk
5225,15718216,Fleetwood-Smith,803,Spain,Male,43,3,0.0,1,1,0,72051.44,0,0.6864207861782619,68.64,High Risk
5226,15586300,Chinonyelum,615,France,Male,66,7,0.0,2,1,1,74580.8,0,0.07845545538387586,7.85,Low Risk
5227,15783349,Montague,481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0,0.17603960346417205,17.6,Low Risk
5228,15725767,Milani,701,France,Male,23,3,0.0,2,1,0,38960.59,0,0.04976458360010529,4.98,Low Risk
5229,15791925,Palermo,751,France,Male,29,10,147737.63,1,0,1,94951.27,0,0.11755408992963706,11.76,Low Risk
5230,15793585,Anderson,675,France,Male,35,8,0.0,2,1,1,56642.97,0,0.04364823592215808,4.36,Low Risk
5231,15576641,Crawford,733,Germany,Male,40,5,125725.02,2,1,1,50783.1,0,0.2713797157134017,27.14,Low Risk
5232,15749519,Lin,822,France,Male,38,6,128289.7,3,1,0,9149.96,1,0.8414016170768485,84.14,High Risk
5233,15684960,Yewen,559,France,Female,46,5,0.0,1,1,0,21006.1,1,0.8406354628581373,84.06,High Risk
5234,15591286,Simmons,731,Germany,Female,49,4,88826.07,1,1,1,33759.41,1,0.7882101554635,78.82,High Risk
5235,15668323,Mbadiwe,678,France,Female,41,1,143443.61,1,1,0,196622.28,1,0.4530995351663783,45.31,Medium Risk
5236,15608528,Munro,645,France,Female,68,9,0.0,4,1,1,176353.87,1,0.7830636954530138,78.31,High Risk
5237,15645184,Graham,701,France,Male,29,2,0.0,2,1,0,176943.59,0,0.08613035840517907,8.61,Low Risk
5238,15702566,Lombardo,554,Spain,Male,26,8,149134.46,1,1,1,177966.24,0,0.22799772608164054,22.8,Low Risk
5239,15660840,Kalinin,723,France,Male,30,3,124119.54,1,1,0,162198.32,0,0.2295877490643907,22.96,Low Risk
5240,15750811,Woodward,766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0,0.6799549317412732,68.0,High Risk
5241,15733842,Pirozzi,597,France,Female,24,1,103219.47,1,1,0,60420.07,0,0.2646134018031459,26.46,Low Risk
5242,15581526,Iweobiegbulam,574,France,Male,41,1,0.0,2,0,0,70550.0,0,0.09769163662847752,9.77,Low Risk
5243,15662751,Piazza,655,Germany,Female,40,0,81954.6,1,1,1,198798.44,1,0.5743816058324287,57.44,Medium Risk
5244,15684319,Baranova,780,Germany,Female,37,10,95196.26,1,1,0,126310.39,1,0.6239572494928031,62.4,High Risk
5245,15702190,Fan,672,Spain,Male,43,5,0.0,2,1,1,64515.5,0,0.12252019004780147,12.25,Low Risk
5246,15588517,Sun,717,France,Male,38,7,0.0,2,1,1,158580.05,0,0.04585794858277119,4.59,Low Risk
5247,15801863,Marino,521,France,Female,32,2,136555.01,2,1,1,129353.21,0,0.1700811429452764,17.01,Low Risk
5248,15584271,Donaldson,633,France,Male,59,5,0.0,1,1,1,137273.97,0,0.537031252447687,53.7,Medium Risk
5249,15700366,Burton,669,France,Male,39,3,119452.03,1,1,1,171575.54,0,0.21479203399025104,21.48,Low Risk
5250,15804038,Quinn,740,France,Male,44,9,0.0,1,0,1,96528.0,1,0.46933250243960184,46.93,Medium Risk
5251,15720820,Sabbatini,462,Germany,Female,24,9,69881.09,2,0,1,64421.02,0,0.09436453809033787,9.44,Low Risk
5252,15743759,Brooks,619,France,Male,39,5,0.0,2,1,1,158444.61,0,0.052639410108185306,5.26,Low Risk
5253,15749947,Black,665,France,Female,44,7,0.0,2,1,1,66548.58,0,0.1805792855366518,18.06,Low Risk
5254,15670496,Schwartz,655,Spain,Female,27,9,0.0,2,0,0,108008.05,0,0.07484040622922615,7.48,Low Risk
5255,15746664,Ts'ui,463,Spain,Male,20,8,204223.03,1,1,0,128268.39,0,0.3368875567019766,33.69,Medium Risk
5256,15745533,Sargent,799,France,Female,63,1,110314.21,2,1,0,37464.0,1,0.662070151856781,66.21,High Risk
5257,15761497,Udinesi,713,Spain,Female,48,1,163760.82,1,0,0,157381.14,1,0.77088936130684,77.09,High Risk
5258,15628600,Lee,807,Germany,Female,31,1,141069.18,3,1,1,194257.11,0,0.6854034856924125,68.54,High Risk
5259,15627002,Taylor,728,France,Male,38,1,115934.74,1,1,1,139059.05,0,0.15586286442977515,15.59,Low Risk
5260,15614635,Kepley,582,France,Male,52,2,151457.88,1,0,1,40893.61,0,0.4719895360697881,47.2,Medium Risk
5261,15731281,Ozuluonye,704,Germany,Female,35,3,154206.07,2,1,1,40261.49,0,0.15231804649498829,15.23,Low Risk
5262,15814022,Lassetter,714,France,Female,26,9,89928.99,1,1,0,46203.31,0,0.2405062273442339,24.05,Low Risk
5263,15659194,Mishina,628,France,Male,30,8,89182.09,1,1,1,13126.9,0,0.12128753734114779,12.13,Low Risk
5264,15745030,Trevisano,809,Germany,Male,41,1,79706.25,2,1,0,165675.01,0,0.21510883877660958,21.51,Low Risk
5265,15691817,Iloerika,547,Spain,Female,44,5,0.0,3,0,0,5459.07,1,0.7302958631083746,73.03,High Risk
5266,15707488,Tan,560,France,Female,27,5,0.0,2,1,0,131919.48,0,0.07969288498296466,7.97,Low Risk
5267,15784700,Chikelu,811,France,Male,31,7,117799.28,1,1,1,182372.35,0,0.12860888101205128,12.86,Low Risk
5268,15710397,Lin,584,France,Male,26,4,0.0,2,1,0,147600.54,0,0.05902534916749234,5.9,Low Risk
5269,15687648,Nicholson,691,France,Male,28,1,0.0,2,0,0,92865.41,0,0.05369056433375641,5.37,Low Risk
5270,15732281,Ugoji,680,Germany,Male,34,6,146422.22,1,1,0,67142.97,1,0.5482295435307447,54.82,Medium Risk
5271,15607230,Michel,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0,0.09267718712429385,9.27,Low Risk
5272,15567630,Bruce,721,Germany,Male,40,6,100275.88,1,1,0,138564.48,1,0.6857441164335764,68.57,High Risk
5273,15587507,Feng,850,France,Male,47,6,0.0,1,1,0,187391.02,1,0.8537736792681829,85.38,High Risk
5274,15733904,McDonald,529,France,Male,32,9,147493.89,1,1,0,33656.35,0,0.27722752721195787,27.72,Low Risk
5275,15709511,Watt,622,France,Male,43,8,0.0,2,1,0,100618.17,0,0.18320564755973448,18.32,Low Risk
5276,15579616,Goodwin,683,France,Female,42,8,0.0,2,0,1,198134.9,0,0.2127948131241615,21.28,Low Risk
5277,15694852,Arcuri,575,France,Male,29,4,121823.4,2,1,1,50368.87,0,0.1333994241486428,13.34,Low Risk
5278,15589924,Rapuluolisa,577,Spain,Female,40,1,0.0,2,1,1,108787.0,0,0.13261967767246816,13.26,Low Risk
5279,15799300,Kao,510,Germany,Male,31,0,113688.63,1,1,0,33099.41,1,0.6194726602529891,61.95,High Risk
5280,15731330,Tsui,652,Spain,Female,40,7,100471.34,1,1,1,124550.88,0,0.332352427489651,33.24,Medium Risk
5281,15694129,Summers,569,Germany,Female,28,3,100032.52,1,1,0,5159.21,1,0.5521772576678322,55.22,Medium Risk
5282,15620372,Cross,687,Spain,Male,31,3,0.0,2,0,0,48228.1,0,0.048014230215947556,4.8,Low Risk
5283,15744622,Osorio,822,France,Male,32,8,116358.0,1,1,0,108798.36,0,0.24052925567374273,24.05,Low Risk
5284,15799815,Bobrov,656,Germany,Female,23,4,163549.63,1,0,1,21085.12,0,0.25326560021946115,25.33,Low Risk
5285,15759250,Barnett,745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0,0.8044098289013819,80.44,High Risk
5286,15732643,Pike,386,Spain,Female,53,1,131955.07,1,1,1,62514.65,1,0.5450987384199291,54.51,Medium Risk
5287,15690540,Gearheart,684,Spain,Female,41,1,134177.06,1,0,0,177506.66,0,0.45611366793257757,45.61,Medium Risk
5288,15803078,Bruno,635,Spain,Female,38,1,0.0,2,1,0,90605.05,0,0.1476911580532006,14.77,Low Risk
5289,15652180,Egobudike,582,France,Male,30,2,0.0,2,1,1,132029.95,0,0.04125843510840701,4.13,Low Risk
5290,15741195,Okechukwu,613,Spain,Male,19,5,0.0,1,1,1,176903.35,0,0.344869766193602,34.49,Medium Risk
5291,15743490,Zikoranachidimma,795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1,0.9243881770134387,92.44,High Risk
5292,15575510,Milanesi,659,France,Female,32,2,155584.21,1,0,1,153662.88,0,0.24375223001782567,24.38,Low Risk
5293,15732610,Ahern,745,France,Female,28,6,0.0,2,1,0,154389.18,0,0.10209082824987498,10.21,Low Risk
5294,15602909,Dickson,604,Spain,Female,41,10,0.0,2,1,1,166224.39,0,0.2760766872867716,27.61,Low Risk
5295,15734058,Anayochukwu,509,Germany,Male,32,9,170661.47,1,1,1,21646.2,0,0.30294513735304807,30.29,Medium Risk
5296,15801788,McDonald,706,Germany,Female,29,6,185544.36,1,1,0,171037.63,0,0.2939930973144999,29.4,Low Risk
5297,15702462,Fiorentini,619,Spain,Female,44,6,52831.13,1,1,1,112649.22,1,0.5237819887769706,52.38,Medium Risk
5298,15683416,Russo,572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1,0.8736135541614339,87.36,High Risk
5299,15794187,Young,695,France,Male,36,6,114007.5,2,1,0,118120.88,0,0.1812864475059221,18.13,Low Risk
5300,15792989,Bianchi,543,France,Female,71,1,104308.77,1,1,1,25650.04,0,0.2964049373318207,29.64,Low Risk
5301,15613734,Fallaci,640,France,Female,33,6,84719.13,2,1,1,113048.79,0,0.12409784860286616,12.41,Low Risk
5302,15606177,Crawford,672,France,Male,39,2,0.0,2,1,0,87372.49,0,0.08618165182400726,8.62,Low Risk
5303,15636700,Marsh,701,France,Male,39,9,140236.98,1,0,1,146651.99,0,0.20934005020988034,20.93,Low Risk
5304,15645766,Kosisochukwu,634,Spain,Male,25,9,0.0,2,1,1,8227.91,0,0.06296289480612703,6.3,Low Risk
5305,15671345,Piccio,531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0,0.3704308896112556,37.04,Medium Risk
5306,15652469,Nevels,699,France,Male,27,1,0.0,2,1,0,93003.21,0,0.060730055634649935,6.07,Low Risk
5307,15749638,Kaodilinakachukwu,605,France,Female,51,9,104760.82,1,1,1,165574.54,1,0.6610726731876546,66.11,High Risk
5308,15728706,Amaechi,534,France,Female,49,7,0.0,1,1,0,13566.48,1,0.8700341810540484,87.0,High Risk
5309,15735439,P'an,449,Spain,Female,31,1,113693.0,1,0,0,82796.29,0,0.28681832774372923,28.68,Low Risk
5310,15778696,Ikemefuna,684,Spain,Female,36,5,174180.39,1,1,0,119830.08,0,0.45598136244241727,45.6,Medium Risk
5311,15624744,Tai,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1,0.777473308954487,77.75,High Risk
5312,15584338,Winn,714,France,Female,40,0,0.0,2,1,0,62762.12,0,0.21402858393470728,21.4,Low Risk
5313,15726178,Hardy,712,Spain,Female,48,8,0.0,2,1,0,183235.33,0,0.366227505401873,36.62,Medium Risk
5314,15794939,Chiu,783,France,Female,72,5,121215.9,2,1,1,105206.48,0,0.1799538552186557,18.0,Low Risk
5315,15788068,Lopez,743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1,0.9301135400630841,93.01,High Risk
5316,15572956,Steen,683,France,Male,36,5,115350.63,1,1,1,122305.91,0,0.15978359947892937,15.98,Low Risk
